N,P,K,temperature,humidity,ph,rainfall,label,state
84.45,41.61,60.0,32.97,62.83,7.3,87.01,cotton,Andhra Pradesh
90.45,50.21,70.1,28.99,68.07,7.25,93.64,cotton,Telangana
83.75,41.48,73.0,27.03,56.96,6.81,67.3,cotton,Maharashtra
95.04,56.73,67.65,32.35,59.61,6.03,62.96,cotton,Punjab
99.94,42.98,65.36,28.42,54.04,6.57,76.0,cotton,Telangana
71.85,43.39,71.19,33.51,60.73,7.25,76.32,cotton,Maharashtra
74.91,49.26,69.13,28.98,67.03,7.59,93.01,cotton,Andhra Pradesh
80.63,58.76,62.65,28.74,55.22,7.86,95.04,cotton,Andhra Pradesh
87.32,47.99,71.58,32.78,61.52,7.73,90.59,cotton,Andhra Pradesh
94.04,48.62,66.96,28.43,66.85,6.86,74.25,cotton,Maharashtra
75.82,51.68,76.31,29.93,67.75,7.56,88.32,cotton,Gujarat
75.4,48.06,61.53,33.64,53.25,6.66,80.83,cotton,Andhra Pradesh
91.74,41.81,66.8,25.84,59.73,7.07,81.2,cotton,Gujarat
94.8,57.69,72.78,31.83,58.84,7.17,93.19,cotton,Punjab
83.5,42.32,65.95,31.17,69.91,6.74,86.91,cotton,Andhra Pradesh
77.23,58.62,63.42,29.02,55.39,7.99,68.55,cotton,Punjab
82.3,44.94,65.92,26.15,61.39,6.2,97.03,cotton,Gujarat
91.94,50.7,60.8,30.53,58.96,6.44,80.84,cotton,Maharashtra
90.73,46.15,70.05,25.33,57.77,6.57,72.06,cotton,Maharashtra
90.22,46.71,77.98,29.83,52.73,7.16,82.7,cotton,Maharashtra
95.54,48.42,72.91,31.24,54.82,6.37,77.66,cotton,Andhra Pradesh
91.42,50.89,67.31,29.06,64.38,6.89,73.15,cotton,Gujarat
90.92,59.24,63.28,26.05,59.86,6.85,87.6,cotton,Gujarat
93.86,53.95,61.84,25.4,60.36,6.15,75.74,cotton,Punjab
90.23,54.93,78.19,27.46,55.92,7.98,97.07,cotton,Maharashtra
73.78,43.75,71.31,28.15,61.23,7.86,88.98,cotton,Punjab
72.65,42.3,68.94,33.93,50.03,7.54,89.52,cotton,Punjab
90.75,40.08,73.26,27.54,60.24,6.17,96.64,cotton,Maharashtra
98.95,40.37,68.49,30.17,66.81,7.16,74.28,cotton,Gujarat
74.86,44.86,71.12,28.95,67.4,6.42,81.36,cotton,Maharashtra
92.08,52.72,78.07,31.29,59.59,6.81,68.31,cotton,Punjab
83.69,57.73,63.79,31.96,69.83,7.63,73.36,cotton,Telangana
89.45,59.46,66.16,27.52,55.31,7.93,62.44,cotton,Andhra Pradesh
77.07,52.61,64.11,26.38,50.4,6.17,71.52,cotton,Telangana
71.91,50.39,73.74,26.1,67.26,7.89,87.34,cotton,Telangana
99.35,41.24,76.2,34.47,60.09,7.49,84.38,cotton,Maharashtra
89.3,46.24,72.65,33.81,64.34,7.2,73.48,cotton,Telangana
92.3,47.85,76.8,25.25,68.35,6.55,62.87,cotton,Maharashtra
97.17,45.71,70.7,33.62,58.22,7.77,97.38,cotton,Maharashtra
70.87,41.66,70.0,32.83,67.46,7.42,83.79,cotton,Maharashtra
76.65,47.05,61.89,31.9,65.44,6.8,85.13,cotton,Gujarat
90.67,53.52,66.13,30.26,52.75,7.89,92.54,cotton,Maharashtra
96.29,57.01,61.69,33.51,55.49,6.61,75.52,cotton,Punjab
99.53,53.87,66.24,32.82,50.8,6.83,99.41,cotton,Gujarat
70.14,52.62,77.15,25.21,62.9,6.91,81.67,cotton,Punjab
89.08,41.22,69.25,29.64,63.33,7.58,63.92,cotton,Maharashtra
90.02,57.52,60.02,33.68,65.56,6.11,96.1,cotton,Telangana
78.27,56.3,68.01,31.07,65.92,7.87,84.5,cotton,Maharashtra
85.03,40.21,78.07,30.69,65.98,6.85,97.26,cotton,Punjab
79.2,57.23,70.36,26.2,65.25,6.57,97.48,cotton,Andhra Pradesh
84.4,43.71,70.99,30.64,61.17,6.48,78.41,cotton,Maharashtra
74.75,42.37,60.79,30.22,59.98,6.5,68.98,cotton,Gujarat
89.08,52.17,62.9,29.08,58.85,6.5,99.38,cotton,Gujarat
70.43,45.0,68.91,28.89,62.85,6.09,61.58,cotton,Punjab
94.58,46.32,69.13,34.98,50.53,6.77,75.15,cotton,Maharashtra
95.0,55.72,75.49,26.28,64.13,7.19,83.9,cotton,Telangana
94.13,54.3,74.54,26.47,69.95,6.73,65.01,cotton,Andhra Pradesh
90.11,56.2,77.42,29.59,56.17,6.21,60.97,cotton,Maharashtra
86.61,50.64,63.36,31.02,65.96,6.58,70.41,cotton,Telangana
94.99,48.02,77.96,26.92,68.29,7.37,97.61,cotton,Maharashtra
73.87,51.19,63.73,30.56,62.21,6.01,99.93,cotton,Maharashtra
72.4,45.44,64.16,26.77,54.09,6.64,60.43,cotton,Punjab
78.87,42.52,73.69,33.0,65.24,7.74,91.08,cotton,Maharashtra
77.09,58.57,79.04,32.88,69.77,6.08,80.98,cotton,Punjab
72.84,43.87,70.02,27.57,68.3,6.29,81.81,cotton,Telangana
81.84,45.65,61.76,28.76,62.32,6.66,92.93,cotton,Maharashtra
99.19,45.37,68.4,28.02,50.95,6.35,68.57,cotton,Gujarat
86.37,44.53,67.89,29.41,55.33,7.37,77.31,cotton,Punjab
97.28,55.88,76.66,29.93,67.72,6.86,67.84,cotton,Telangana
70.17,57.62,68.25,27.84,59.79,6.69,64.91,cotton,Gujarat
98.24,58.46,75.53,34.22,67.5,6.93,87.06,cotton,Telangana
92.86,58.58,67.19,30.61,65.92,6.94,82.28,cotton,Andhra Pradesh
72.75,51.66,66.48,32.8,54.76,7.93,93.04,cotton,Telangana
77.8,43.82,63.06,33.71,60.49,6.63,63.7,cotton,Gujarat
87.36,50.04,71.92,27.29,67.2,6.94,67.87,cotton,Punjab
94.55,44.78,69.95,29.46,69.55,6.67,76.01,cotton,Maharashtra
90.81,53.32,77.82,33.99,61.1,6.59,89.36,cotton,Telangana
81.64,44.4,74.02,31.76,59.72,7.97,95.03,cotton,Maharashtra
96.81,56.03,74.91,32.42,57.94,7.77,61.52,cotton,Maharashtra
80.38,51.82,62.7,26.19,50.55,6.9,71.72,cotton,Gujarat
75.88,50.34,77.75,30.07,50.73,6.8,67.98,cotton,Maharashtra
72.96,54.87,65.48,34.99,51.98,6.81,80.93,cotton,Maharashtra
86.47,56.86,78.96,29.26,64.43,7.5,89.31,cotton,Punjab
74.9,41.12,69.66,28.42,59.01,7.37,99.46,cotton,Gujarat
72.34,55.26,67.34,31.24,62.7,6.35,66.43,cotton,Gujarat
77.67,53.54,63.81,25.84,68.68,7.96,83.11,cotton,Punjab
85.64,59.14,69.69,25.01,55.69,7.04,61.44,cotton,Gujarat
83.07,57.13,79.5,26.83,62.84,6.09,66.53,cotton,Telangana
84.31,50.53,67.73,33.48,64.17,7.7,72.44,cotton,Andhra Pradesh
78.86,54.41,74.87,30.98,53.7,7.58,88.26,cotton,Gujarat
79.08,42.27,73.42,27.91,62.65,6.87,67.91,cotton,Punjab
74.91,58.75,60.25,32.55,66.6,7.9,87.05,cotton,Maharashtra
98.55,43.28,66.58,28.37,54.17,6.27,85.79,cotton,Punjab
87.88,52.14,76.5,30.0,50.56,7.19,98.72,cotton,Andhra Pradesh
71.01,59.47,62.13,28.13,54.54,7.68,85.02,cotton,Andhra Pradesh
92.3,56.53,77.03,33.12,63.41,7.15,60.85,cotton,Telangana
71.14,46.3,70.92,30.16,67.54,6.02,84.73,cotton,Gujarat
83.64,47.29,67.27,33.71,59.35,7.79,75.87,cotton,Telangana
71.46,53.11,76.61,27.64,59.75,7.76,64.97,cotton,Punjab
73.61,46.03,63.01,26.25,56.74,7.54,64.74,cotton,Telangana
75.2,43.29,62.73,25.47,65.58,7.02,93.01,cotton,Gujarat
85.5,52.31,67.15,26.21,59.25,7.99,94.39,cotton,Telangana
80.94,46.01,64.99,25.75,58.93,6.05,81.99,cotton,Punjab
88.69,57.37,77.62,25.25,69.77,6.05,91.31,cotton,Telangana
91.83,58.91,74.67,34.82,68.62,7.45,95.01,cotton,Telangana
78.65,56.08,69.95,26.21,58.52,6.52,83.33,cotton,Telangana
79.16,47.3,63.72,30.98,50.11,7.6,84.5,cotton,Telangana
77.54,43.44,79.03,30.91,59.91,7.33,84.84,cotton,Gujarat
84.73,43.73,62.73,25.68,69.22,7.1,80.2,cotton,Gujarat
77.9,43.95,76.31,34.8,51.67,6.33,77.57,cotton,Punjab
99.12,43.3,71.73,31.82,61.02,7.5,62.84,cotton,Andhra Pradesh
82.92,44.2,76.09,34.78,67.7,6.49,87.58,cotton,Punjab
74.75,58.45,68.01,34.67,50.48,7.21,96.75,cotton,Gujarat
82.34,57.04,66.14,28.33,67.63,7.88,73.04,cotton,Maharashtra
87.76,55.95,60.19,32.32,66.88,6.65,60.22,cotton,Punjab
93.6,52.09,67.09,30.42,51.47,7.82,76.95,cotton,Gujarat
75.0,53.14,74.39,25.54,69.78,6.9,74.68,cotton,Andhra Pradesh
80.88,41.53,61.97,28.66,59.35,6.05,64.84,cotton,Maharashtra
99.93,50.76,61.2,27.5,52.05,7.12,93.61,cotton,Gujarat
98.05,40.62,75.29,32.44,63.75,7.5,96.53,cotton,Maharashtra
76.77,50.75,74.28,28.24,56.92,6.46,87.08,cotton,Maharashtra
95.91,55.83,74.99,25.49,55.22,6.82,69.26,cotton,Maharashtra
98.67,43.66,70.22,30.04,66.14,7.9,82.35,cotton,Maharashtra
72.52,48.46,62.01,29.85,62.82,6.82,72.51,cotton,Andhra Pradesh
78.02,55.15,69.42,32.57,61.69,7.04,91.88,cotton,Telangana
88.55,47.18,63.64,26.35,63.32,6.24,92.25,cotton,Maharashtra
80.01,48.85,63.28,31.22,52.93,7.02,95.97,cotton,Andhra Pradesh
85.05,48.95,71.81,34.29,50.39,7.14,98.97,cotton,Telangana
86.47,54.62,78.83,26.36,52.11,7.18,98.46,cotton,Telangana
76.98,55.53,68.25,33.92,58.09,6.88,65.96,cotton,Telangana
83.91,52.67,62.2,34.79,50.96,7.64,91.4,cotton,Andhra Pradesh
84.53,48.82,69.05,25.57,54.91,7.69,78.89,cotton,Gujarat
78.54,52.09,73.58,31.76,64.07,6.43,63.34,cotton,Punjab
86.56,51.72,71.99,28.77,57.88,7.11,70.12,cotton,Gujarat
92.39,41.66,79.95,33.1,67.71,6.51,61.32,cotton,Gujarat
92.13,53.89,77.84,33.78,54.08,7.61,74.43,cotton,Andhra Pradesh
77.43,58.99,79.06,34.43,53.47,6.82,92.2,cotton,Andhra Pradesh
87.45,48.4,77.62,34.88,51.72,7.21,73.48,cotton,Gujarat
84.64,48.09,67.52,31.97,66.32,6.16,65.7,cotton,Andhra Pradesh
74.91,57.4,64.8,28.22,50.82,6.82,81.14,cotton,Gujarat
85.14,51.11,64.68,34.86,65.15,7.76,81.78,cotton,Maharashtra
76.44,49.3,66.83,34.39,62.91,7.11,67.11,cotton,Maharashtra
93.13,51.51,77.21,29.84,56.36,6.54,70.72,cotton,Maharashtra
89.01,51.02,66.96,26.93,60.81,6.71,67.46,cotton,Telangana
72.69,44.39,61.41,26.25,59.56,6.7,68.36,cotton,Punjab
91.57,56.77,70.2,25.23,60.37,7.14,61.46,cotton,Telangana
87.81,41.63,64.87,25.1,53.85,6.98,93.77,cotton,Andhra Pradesh
75.76,44.35,79.28,33.62,55.78,6.15,78.62,cotton,Punjab
114.64,73.98,71.97,22.74,82.53,6.66,199.82,sugarcane,Maharashtra
127.67,67.26,64.07,23.65,71.75,6.8,177.6,sugarcane,Bihar
102.59,74.46,67.82,22.97,89.58,6.58,213.18,sugarcane,Uttar Pradesh
100.7,73.32,81.96,26.3,81.54,6.57,240.72,sugarcane,Bihar
123.92,62.12,60.89,28.62,86.04,7.43,216.4,sugarcane,Bihar
117.12,72.33,64.31,24.82,89.1,7.37,200.21,sugarcane,Maharashtra
143.65,65.64,82.47,23.9,88.12,6.13,205.45,sugarcane,Karnataka
136.71,77.87,63.18,29.16,76.69,6.86,288.47,sugarcane,Uttar Pradesh
128.25,75.17,64.62,22.57,77.57,6.9,206.24,sugarcane,Karnataka
103.06,73.61,78.66,27.93,82.48,7.15,174.02,sugarcane,Uttar Pradesh
111.71,76.91,88.74,28.21,77.13,7.14,154.48,sugarcane,Bihar
124.95,67.26,76.39,24.07,73.36,7.41,284.89,sugarcane,Karnataka
135.53,75.98,69.55,25.43,76.72,6.82,205.63,sugarcane,Bihar
129.07,78.52,82.7,28.55,81.88,6.08,267.88,sugarcane,Bihar
107.47,61.73,89.13,28.94,75.62,6.14,153.15,sugarcane,Bihar
149.38,60.72,81.96,24.27,73.06,6.83,186.77,sugarcane,Bihar
145.46,79.54,77.86,20.87,78.26,6.08,204.13,sugarcane,Bihar
144.85,74.51,72.74,25.34,78.67,6.99,164.84,sugarcane,Karnataka
139.01,75.65,72.99,25.09,88.13,7.14,236.9,sugarcane,Uttar Pradesh
128.01,70.73,69.72,20.22,77.9,7.41,252.16,sugarcane,Maharashtra
104.37,65.36,70.42,24.68,89.95,6.72,197.96,sugarcane,Bihar
120.97,72.02,65.83,20.09,73.7,7.42,175.67,sugarcane,Bihar
149.28,61.3,60.64,27.22,76.14,6.6,221.46,sugarcane,Tamil Nadu
113.75,63.75,74.85,23.79,73.96,7.39,163.18,sugarcane,Bihar
114.73,67.96,66.8,25.5,87.45,6.86,215.94,sugarcane,Karnataka
118.31,61.62,77.87,21.26,76.54,6.09,194.08,sugarcane,Uttar Pradesh
134.12,68.34,89.08,24.85,82.41,7.36,284.77,sugarcane,Karnataka
105.03,71.07,76.06,26.85,77.64,7.3,152.03,sugarcane,Karnataka
139.76,72.71,84.77,21.25,73.1,7.48,267.98,sugarcane,Maharashtra
149.97,77.91,63.89,27.05,75.22,6.01,201.39,sugarcane,Karnataka
102.48,77.66,88.18,25.52,79.7,6.75,282.28,sugarcane,Uttar Pradesh
131.05,66.41,87.16,28.83,81.8,6.21,203.69,sugarcane,Karnataka
131.98,75.96,70.76,27.7,83.43,7.13,244.83,sugarcane,Uttar Pradesh
117.44,69.27,89.19,29.12,71.31,6.43,211.13,sugarcane,Uttar Pradesh
100.66,74.82,81.44,23.71,84.68,6.27,168.51,sugarcane,Uttar Pradesh
111.38,69.7,72.49,26.47,87.51,6.96,234.78,sugarcane,Karnataka
117.96,61.3,87.34,20.09,73.28,6.74,207.6,sugarcane,Tamil Nadu
143.62,70.16,73.64,27.91,75.65,7.22,178.46,sugarcane,Uttar Pradesh
137.45,64.43,69.89,23.13,87.03,6.51,253.35,sugarcane,Uttar Pradesh
148.67,60.24,65.4,24.21,83.67,7.21,262.49,sugarcane,Maharashtra
144.62,79.07,79.84,23.31,70.5,6.4,229.38,sugarcane,Maharashtra
116.88,63.05,65.69,25.72,86.88,7.16,233.87,sugarcane,Tamil Nadu
108.03,69.36,83.96,23.86,86.4,7.49,249.58,sugarcane,Bihar
122.3,67.61,81.43,27.38,83.09,7.01,279.67,sugarcane,Tamil Nadu
123.31,68.98,64.99,20.74,87.11,6.4,206.88,sugarcane,Karnataka
130.86,66.23,86.39,22.88,79.69,6.6,192.29,sugarcane,Tamil Nadu
135.48,77.12,69.99,21.92,72.89,7.24,282.41,sugarcane,Uttar Pradesh
138.44,61.38,62.24,22.08,82.86,6.62,243.69,sugarcane,Karnataka
132.88,70.94,60.44,23.02,86.34,7.49,253.68,sugarcane,Bihar
129.36,69.1,73.04,20.59,71.55,6.25,154.22,sugarcane,Bihar
125.25,60.92,80.9,24.28,74.76,7.27,198.53,sugarcane,Karnataka
139.96,74.17,66.57,22.16,84.61,7.38,191.32,sugarcane,Uttar Pradesh
136.89,61.82,63.98,20.17,72.12,7.25,224.79,sugarcane,Karnataka
115.74,60.93,76.18,23.26,71.74,7.32,232.36,sugarcane,Maharashtra
148.86,65.48,78.03,20.04,74.35,6.13,185.14,sugarcane,Bihar
139.66,77.92,61.32,28.8,76.15,6.17,176.41,sugarcane,Maharashtra
145.29,74.36,65.25,21.37,85.2,6.38,259.66,sugarcane,Maharashtra
107.44,62.72,71.39,24.72,87.99,7.32,282.43,sugarcane,Bihar
105.17,79.83,77.18,21.05,76.35,6.33,201.75,sugarcane,Maharashtra
143.8,64.93,61.48,28.26,84.16,6.52,211.7,sugarcane,Karnataka
101.74,74.82,80.74,24.7,73.76,6.52,182.82,sugarcane,Bihar
141.29,69.35,67.39,29.93,70.92,7.41,154.45,sugarcane,Uttar Pradesh
136.79,71.52,65.64,27.32,86.55,6.31,253.43,sugarcane,Bihar
128.44,75.24,63.54,28.6,81.41,6.98,154.5,sugarcane,Karnataka
149.79,67.1,80.11,22.33,70.78,6.93,297.61,sugarcane,Maharashtra
109.51,66.0,88.06,22.34,79.4,7.07,288.02,sugarcane,Uttar Pradesh
139.3,69.75,73.58,26.3,80.27,6.99,259.75,sugarcane,Maharashtra
149.59,70.18,80.37,22.9,74.35,7.01,296.8,sugarcane,Bihar
147.11,69.86,76.87,29.65,85.04,6.19,269.04,sugarcane,Karnataka
121.47,75.32,68.91,28.37,87.77,6.8,245.78,sugarcane,Karnataka
122.63,68.56,69.91,20.39,85.96,6.86,298.39,sugarcane,Maharashtra
114.43,71.95,80.76,26.38,80.47,6.69,241.72,sugarcane,Uttar Pradesh
143.17,61.53,78.05,26.84,89.19,7.47,207.06,sugarcane,Maharashtra
131.3,69.51,84.3,27.11,86.91,6.11,167.79,sugarcane,Bihar
131.88,66.72,80.54,23.92,81.22,7.2,280.38,sugarcane,Karnataka
141.64,61.72,72.29,25.5,79.8,6.74,187.01,sugarcane,Tamil Nadu
131.76,70.02,70.7,21.74,80.37,6.38,256.62,sugarcane,Uttar Pradesh
113.96,79.73,63.04,26.5,71.47,7.31,174.77,sugarcane,Karnataka
111.07,72.78,82.6,29.36,83.3,6.02,155.18,sugarcane,Karnataka
149.13,71.7,62.35,20.96,71.69,6.05,154.57,sugarcane,Tamil Nadu
143.72,61.01,70.68,21.88,70.81,7.3,168.83,sugarcane,Karnataka
142.91,61.15,66.24,20.3,88.01,6.19,259.19,sugarcane,Bihar
119.42,71.53,66.61,20.23,80.0,7.06,177.19,sugarcane,Karnataka
148.52,64.01,76.52,24.18,79.92,6.17,294.68,sugarcane,Maharashtra
129.04,62.77,65.89,28.25,85.82,6.21,155.85,sugarcane,Uttar Pradesh
117.31,63.63,65.46,21.96,78.78,6.32,246.73,sugarcane,Karnataka
125.03,75.36,62.24,21.46,71.53,6.73,265.6,sugarcane,Uttar Pradesh
105.2,66.02,74.9,20.8,86.41,6.48,181.17,sugarcane,Tamil Nadu
119.52,66.81,80.61,22.95,81.3,7.12,292.06,sugarcane,Bihar
146.69,71.65,74.63,26.31,82.44,6.01,191.31,sugarcane,Tamil Nadu
131.42,72.21,85.41,21.04,82.38,6.87,189.69,sugarcane,Bihar
119.14,64.84,86.02,23.47,88.49,7.28,243.08,sugarcane,Uttar Pradesh
102.58,68.73,68.34,24.13,85.78,6.8,267.41,sugarcane,Uttar Pradesh
145.83,66.54,88.99,20.68,85.42,7.07,152.53,sugarcane,Karnataka
128.48,71.69,80.14,20.56,73.64,6.47,250.68,sugarcane,Bihar
100.47,76.8,70.09,27.18,76.47,6.0,279.45,sugarcane,Tamil Nadu
136.56,70.51,60.65,26.98,73.96,7.36,242.99,sugarcane,Tamil Nadu
112.88,73.01,66.0,29.31,89.98,6.71,151.17,sugarcane,Uttar Pradesh
142.42,77.05,64.66,28.44,82.62,6.19,161.86,sugarcane,Bihar
135.02,72.34,60.81,23.02,86.48,6.36,194.75,sugarcane,Tamil Nadu
148.56,74.15,69.09,23.74,79.21,7.25,188.78,sugarcane,Karnataka
139.86,62.66,86.63,22.94,81.36,7.31,281.92,sugarcane,Bihar
110.35,61.29,60.76,25.86,76.03,7.17,205.5,sugarcane,Uttar Pradesh
148.68,78.37,85.33,29.35,83.59,7.29,199.99,sugarcane,Tamil Nadu
116.51,64.35,82.91,22.41,70.08,6.32,239.52,sugarcane,Uttar Pradesh
136.44,70.5,74.86,20.44,74.76,6.96,198.69,sugarcane,Tamil Nadu
122.11,73.08,61.41,26.29,84.22,7.04,185.4,sugarcane,Tamil Nadu
104.0,67.61,61.89,28.46,85.98,6.67,162.87,sugarcane,Bihar
125.39,62.33,84.4,22.52,74.1,6.59,158.53,sugarcane,Bihar
135.64,65.46,86.83,23.24,89.69,6.88,236.49,sugarcane,Karnataka
139.47,77.32,82.06,28.39,85.19,6.49,245.12,sugarcane,Tamil Nadu
148.03,70.94,63.32,25.0,76.38,6.38,292.49,sugarcane,Maharashtra
120.36,77.29,66.83,21.47,74.09,7.44,290.43,sugarcane,Tamil Nadu
125.24,77.0,72.05,28.68,81.86,6.97,172.04,sugarcane,Karnataka
106.45,79.17,79.6,20.91,89.76,6.55,281.2,sugarcane,Bihar
116.98,63.74,87.19,22.45,81.4,6.15,285.68,sugarcane,Bihar
120.49,74.78,67.48,28.46,84.71,7.44,252.07,sugarcane,Tamil Nadu
128.86,70.68,82.59,29.17,75.33,6.99,289.18,sugarcane,Uttar Pradesh
118.01,74.98,69.65,27.04,89.88,6.07,272.79,sugarcane,Uttar Pradesh
121.73,64.6,65.85,21.46,88.79,7.41,194.3,sugarcane,Uttar Pradesh
130.36,61.71,65.11,25.75,75.07,6.77,243.91,sugarcane,Tamil Nadu
110.25,60.11,82.72,27.86,89.13,6.04,246.57,sugarcane,Bihar
101.12,72.44,63.38,22.89,73.89,6.26,224.24,sugarcane,Bihar
121.01,60.2,65.55,29.05,76.68,7.29,183.65,sugarcane,Karnataka
120.67,63.92,63.01,26.13,79.52,6.76,169.54,sugarcane,Uttar Pradesh
130.74,68.78,60.52,25.76,72.68,6.98,238.45,sugarcane,Uttar Pradesh
132.08,68.85,81.51,29.05,70.82,7.26,283.75,sugarcane,Uttar Pradesh
123.1,63.78,69.77,20.78,89.5,6.27,268.67,sugarcane,Maharashtra
104.93,66.43,62.59,23.05,70.0,6.65,209.89,sugarcane,Bihar
102.45,71.79,69.18,28.8,87.29,6.95,224.85,sugarcane,Bihar
119.07,63.38,64.63,28.72,73.77,6.94,255.37,sugarcane,Uttar Pradesh
146.99,75.97,77.64,27.05,75.97,6.07,186.71,sugarcane,Karnataka
102.8,79.69,60.03,26.07,75.21,6.16,195.49,sugarcane,Tamil Nadu
115.8,78.24,88.41,22.63,74.53,6.26,256.59,sugarcane,Bihar
112.29,60.4,69.41,27.41,73.58,6.76,262.1,sugarcane,Tamil Nadu
126.44,73.29,86.15,25.34,71.73,6.16,171.26,sugarcane,Uttar Pradesh
149.05,68.79,72.66,25.41,87.56,6.64,280.15,sugarcane,Tamil Nadu
135.62,62.46,83.95,21.85,78.03,6.93,218.37,sugarcane,Uttar Pradesh
143.67,73.97,60.64,23.95,76.39,6.35,197.43,sugarcane,Maharashtra
143.75,65.22,87.23,20.97,82.32,7.44,253.29,sugarcane,Karnataka
138.37,64.8,80.94,20.03,85.79,6.93,284.99,sugarcane,Maharashtra
108.27,75.61,75.75,29.82,82.74,6.12,287.49,sugarcane,Uttar Pradesh
148.25,68.56,85.59,25.26,84.06,7.24,235.01,sugarcane,Tamil Nadu
137.2,74.05,67.45,22.33,82.14,7.45,247.86,sugarcane,Tamil Nadu
101.93,69.66,64.19,23.61,71.34,7.25,213.34,sugarcane,Uttar Pradesh
134.21,75.31,78.1,23.1,88.37,6.47,229.88,sugarcane,Uttar Pradesh
125.61,62.98,65.72,28.92,72.1,6.08,185.45,sugarcane,Bihar
130.31,62.35,86.72,20.19,85.91,6.75,170.09,sugarcane,Uttar Pradesh
125.98,75.93,85.72,22.55,82.1,7.16,155.63,sugarcane,Maharashtra
118.43,69.75,84.38,24.3,86.19,6.14,259.64,sugarcane,Uttar Pradesh
135.94,70.05,70.25,27.35,76.59,6.89,218.52,sugarcane,Karnataka
139.71,66.23,78.52,26.14,85.05,6.22,228.25,sugarcane,Bihar
120.77,66.02,70.43,25.6,87.17,7.17,198.34,sugarcane,Maharashtra
129.68,65.35,86.21,25.86,75.63,6.4,211.07,sugarcane,Maharashtra
117.19,68.82,70.4,27.25,77.67,6.34,212.12,sugarcane,Bihar
109.23,72.85,89.17,27.56,78.13,7.43,151.99,sugarcane,Maharashtra
109.37,73.45,62.88,29.24,75.08,6.2,212.29,sugarcane,Maharashtra
109.68,66.38,82.29,25.69,71.69,6.6,199.7,sugarcane,Karnataka
109.72,73.92,66.9,24.51,88.91,6.96,292.9,sugarcane,Uttar Pradesh
105.6,68.6,63.72,20.25,84.13,7.43,281.06,sugarcane,Karnataka
108.08,71.71,61.95,22.81,72.44,7.48,154.23,sugarcane,Maharashtra
111.92,77.13,64.33,25.58,89.75,6.6,151.54,sugarcane,Uttar Pradesh
122.58,75.55,72.68,25.66,89.97,6.87,194.12,sugarcane,Maharashtra
129.47,74.74,81.66,24.53,72.99,6.91,264.51,sugarcane,Tamil Nadu
121.01,69.1,74.19,24.14,70.75,6.7,178.63,sugarcane,Karnataka
132.48,71.12,72.39,27.86,89.31,7.02,296.23,sugarcane,Tamil Nadu
121.22,78.27,74.74,23.74,78.24,6.04,268.26,sugarcane,Uttar Pradesh
121.11,69.91,80.27,28.53,77.28,6.6,189.88,sugarcane,Bihar
130.62,65.77,86.55,25.2,78.61,7.39,253.09,sugarcane,Tamil Nadu
140.82,75.62,81.59,21.06,81.54,6.23,270.65,sugarcane,Uttar Pradesh
136.53,68.74,86.47,28.34,72.78,6.28,213.19,sugarcane,Karnataka
138.16,61.66,72.17,21.23,86.14,7.05,258.42,sugarcane,Maharashtra
145.04,69.81,73.74,26.5,80.95,6.78,287.23,sugarcane,Karnataka
108.5,72.83,73.45,22.69,76.56,6.79,256.31,sugarcane,Uttar Pradesh
104.17,73.85,80.29,29.04,72.86,6.32,215.99,sugarcane,Uttar Pradesh
135.41,71.16,84.95,29.47,72.47,6.59,241.85,sugarcane,Bihar
132.5,61.15,75.93,23.92,88.59,6.76,276.67,sugarcane,Maharashtra
126.32,76.29,85.35,28.06,70.03,6.53,234.77,sugarcane,Karnataka
127.25,76.73,86.74,22.89,78.0,6.7,286.39,sugarcane,Maharashtra
139.7,76.9,74.95,20.73,72.89,6.19,268.23,sugarcane,Maharashtra
110.03,78.16,68.49,20.67,74.95,6.23,290.34,sugarcane,Bihar
131.01,71.53,89.51,24.19,84.7,6.3,222.75,sugarcane,Tamil Nadu
137.89,74.15,83.36,26.16,83.8,7.28,150.83,sugarcane,Uttar Pradesh
146.86,74.68,78.3,24.03,77.16,6.4,156.56,sugarcane,Karnataka
101.97,62.65,77.71,26.33,85.44,6.74,244.66,sugarcane,Bihar
125.66,60.72,68.79,27.86,81.85,7.29,230.64,sugarcane,Karnataka
103.73,62.38,64.48,29.18,70.3,6.9,272.9,sugarcane,Uttar Pradesh
121.81,67.43,77.38,25.05,88.28,6.21,152.77,sugarcane,Maharashtra
135.79,77.11,77.21,28.54,85.04,7.24,222.83,sugarcane,Tamil Nadu
120.06,61.82,88.68,25.29,72.41,6.41,200.61,sugarcane,Karnataka
129.81,62.0,64.96,28.56,85.79,7.46,253.58,sugarcane,Bihar
111.72,66.73,82.94,23.35,81.75,7.28,259.37,sugarcane,Bihar
143.95,67.86,75.93,29.33,82.97,6.87,270.12,sugarcane,Karnataka
140.51,75.54,71.82,27.33,77.06,6.67,269.06,sugarcane,Uttar Pradesh
117.9,69.95,63.93,24.98,70.77,7.08,285.78,sugarcane,Maharashtra
134.83,78.39,81.3,21.29,81.79,6.98,236.58,sugarcane,Bihar
110.56,74.77,63.74,22.83,82.42,7.01,185.47,sugarcane,Tamil Nadu
100.44,68.93,76.63,21.36,81.67,7.25,273.76,sugarcane,Karnataka
142.0,69.33,65.65,26.28,74.66,7.45,264.44,sugarcane,Karnataka
101.69,70.87,75.81,20.02,88.58,6.45,215.59,sugarcane,Bihar
