state,crop,N,P,K,ph,rainfall_2025_mm,temp_2025_C,pesticide_2025_kg_ha,yield_2025_t_ha
Andhra Pradesh,rice,98.47,48.01,52.35,5.62,934.21,23.93,1.524,4.134
Arunachal Pradesh,maize,52.03,20.28,45.48,5.75,496.51,21.4,0.32,3.152
Kerala,soybean,27.52,56.99,47.38,7.2,572.06,26.77,0.342,2.198
Haryana,banana,182.1,75.8,383.35,6.24,1982.57,20.58,1.363,28.275
Odisha,groundnut,37.35,25.21,57.76,6.14,940.97,29.24,0.325,3.317
Gujarat,millet,45.19,18.43,35.28,6.69,411.34,26.75,0.243,1.772
Rajasthan,potato,128.41,72.21,170.78,6.27,614.68,25.43,0.591,31.843
Tripura,banana,183.43,46.62,281.25,6.53,1729.58,20.03,2.137,46.227
Jharkhand,tomato,148.58,68.34,91.48,6.42,566.21,26.55,2.143,39.165
Uttar Pradesh,potato,172.01,87.44,170.06,6.49,641.92,10.53,0.864,28.739
Bihar,wheat,74.44,40.29,22.94,7.06,665.5,16.24,0.984,2.937
Assam,millet,29.12,13.03,16.18,7.55,445.96,27.31,0.117,2.351
Tripura,tomato,156.23,70.89,154.91,6.35,638.72,22.04,0.967,31.063
Kerala,sugarcane,132.61,55.28,136.41,6.62,1575.41,29.72,2.309,77.868
Bihar,wheat,70.03,32.45,49.42,6.22,576.35,18.55,0.453,3.904
Kerala,coffee,56.83,42.89,58.15,6.16,1580.94,22.23,0.285,1.057
Nagaland,mango,88.9,33.98,80.18,7.44,1271.91,30.92,0.648,22.534
Kerala,pulses,15.71,44.77,32.62,7.55,351.64,26.16,0.127,1.494
Telangana,tea,43.49,36.12,58.34,5.54,1639.47,15.72,0.627,2.747
Kerala,wheat,99.07,46,43.7,7.31,451.82,13.33,0.666,3.144
Bihar,tea,31.87,22.1,42.28,4.8,1505.31,21.58,0.821,2.205
Kerala,coffee,56.36,38.95,43.38,5.91,2195.88,23.88,0.576,1.059
Rajasthan,maize,51.73,25.08,20.94,6.33,754.52,26.58,0.156,5.882
Sikkim,pulses,32.54,31.96,25.04,6.25,730.48,28.53,0.191,1.42
Gujarat,coffee,48.87,43.96,33.25,5.61,1161.26,19.48,0.723,0.923
West Bengal,wheat,85.72,39.46,27.95,7.73,292.89,23.2,0.325,3.248
Uttar Pradesh,cotton,63.67,55.75,87.84,7.33,750.55,32.31,1.829,1.468
Goa,rice,90.93,49.61,54.69,5.83,897.85,26.71,0.552,3.417
Sikkim,wheat,93.19,30.31,32.62,7.81,547.61,20.5,0.425,2.749
Tripura,groundnut,45.85,34.57,70.29,7.45,605.72,31.62,0.507,2.84
Chhattisgarh,soybean,26.11,31.64,44.14,6.04,407.93,22.98,0.275,1.138
Jharkhand,tea,53.57,31.99,41.76,5.06,3043.85,16.26,0.775,3.376
Bihar,millet,25.86,27.75,14.08,7.81,368.41,26.73,0.166,1.499
Gujarat,coffee,33.05,39.82,50.46,6.28,2776.3,24.74,0.219,1.332
Kerala,mango,91.11,32.65,78.74,6.24,1853.88,26.64,0.668,15.005
Gujarat,rice,103.12,51.93,58.92,6.92,902.25,29.22,1.008,2.566
Andhra Pradesh,millet,31.4,27.91,15.85,7.72,229.75,29.17,0.18,0.935
Nagaland,potato,144.45,91.21,174.75,5.72,1136.56,12.62,0.497,38.556
Chhattisgarh,tea,50.62,30.5,59.31,5.83,3303.96,25.29,0.211,2.724
Uttar Pradesh,millet,29.16,17.43,13.57,6.91,201.48,35.86,0.166,1.315
Odisha,potato,172.69,61.33,143.73,6.1,1442.31,11.48,1.767,22.36
Karnataka,millet,47.22,14.17,29.46,6.23,482.3,26.29,0.297,1.88
Tripura,wheat,93.76,43.4,33.61,6.05,584.25,19.54,0.74,3.126
Tamil Nadu,rice,92.15,41.77,38.94,5.57,752.73,32.58,0.454,4.327
Manipur,tea,33.07,28.44,52.45,4.94,2139.6,18.86,0.905,2.487
Nagaland,wheat,64.03,32.39,20.52,6.73,621.36,21.85,0.318,3.898
Kerala,maize,56.05,42.39,42.71,5.7,422.78,27.83,0.215,2.385
Goa,millet,41.13,10.77,37.06,6.17,295.26,27.75,0.163,1.821
Rajasthan,pulses,16.21,33.32,36.68,7.91,810.16,21.57,0.155,1.131
Chhattisgarh,potato,134.29,61.88,243.27,5.44,1446.56,10.03,0.747,24.605
Andhra Pradesh,maize,77.12,20.1,23.69,6.83,757.96,22.28,0.112,5.16
Arunachal Pradesh,coffee,61.6,31.99,35.26,5.93,1841.86,25.41,0.789,2.31
Maharashtra,potato,103.82,76.19,164.34,5.19,1085.29,16.66,0.533,24.194
Odisha,potato,185.37,91.33,181.99,5.07,469.74,25.34,1.322,19.469
Himachal Pradesh,cotton,90.57,52.99,48.67,6.81,568.39,31.79,2.42,1.434
Himachal Pradesh,tomato,154.65,78.32,86.1,6.47,925.11,25.02,2.946,45.355
Punjab,tomato,148.56,73.52,129.61,6.58,1204.14,20.66,0.644,56.005
Meghalaya,mango,54.02,50.57,97.79,5.73,1293.4,23.93,0.605,19.684
Odisha,sugarcane,138.91,84.28,102.5,7.27,1438.53,20.99,1.915,88.981
Manipur,groundnut,39.23,21.38,48.02,7.26,893.86,26.35,0.429,3.167
Jharkhand,banana,221.01,59.85,221.1,6.84,2514.31,29.69,1.644,34.195
Maharashtra,groundnut,38.05,37.79,59.51,5.57,1001.76,30.72,0.133,2.857
Nagaland,pulses,21.14,22.22,30.06,6.64,735.16,27.78,0.234,0.689
Nagaland,sugarcane,136.28,65.48,111.07,6.71,960.6,24.16,2.627,76.14
Assam,cotton,94.34,47.85,74.27,7.32,795.8,26.5,1.709,1.34
Meghalaya,mango,80.24,45.57,121.83,5.51,1039.26,23.31,0.863,23.108
Jharkhand,potato,105.68,84.52,183.46,5.95,815.5,17.48,1.03,28.187
Sikkim,coffee,68.21,39.41,57.04,5.72,1841.53,26.01,0.423,1.396
Maharashtra,soybean,50.21,54.43,24.57,6.63,740.28,24.41,0.354,1.937
West Bengal,tomato,108.14,59.65,92.1,6.59,1085.38,29.82,2.124,29.178
Kerala,millet,40.62,10.39,15.04,6.68,456.59,26.71,0.264,2.332
Arunachal Pradesh,tea,57.45,34.19,34.19,5.81,3002.52,20.2,0.325,3.38
Goa,banana,235.85,60.11,314.04,6.65,2172.96,22.85,0.871,30.163
Goa,mango,102.57,24.46,72.3,5.72,1502.09,33.97,0.521,20.376
Gujarat,mango,51.6,34.44,97.69,7.1,665.03,25.38,0.359,18.797
Maharashtra,tomato,120.93,54.39,107.43,6.62,667.61,28.32,2.85,27.846
Tripura,mango,80.37,42.23,131.03,6.24,1057.46,30.53,0.78,17.367
Manipur,sugarcane,160.81,67.37,107.57,7.2,981.98,24.26,2.409,52.293
Gujarat,mango,114.67,26.31,96.84,6.4,605.87,28.27,0.242,15.421
Andhra Pradesh,millet,44.28,17.11,34.48,6.52,438.81,26.17,0.066,1.682
Karnataka,tomato,140.95,63.28,98.11,6.34,958.41,28.07,2.686,22.715
Gujarat,tea,47.73,32.12,35.55,5.04,3349.06,18.99,1.094,3.774
Karnataka,wheat,65.79,38.83,47.49,7.69,446.29,15.36,0.465,3.365
Andhra Pradesh,tomato,136.39,61.49,120.67,5.5,834.54,29.13,2.829,62.643
Gujarat,wheat,68.57,47.87,45.35,6.46,423.04,25.39,0.714,3.692
Kerala,potato,196.12,51.55,184.68,5.36,1112.33,13.99,1.065,20.694
Gujarat,rice,70.22,34.93,50.46,6.71,1748.02,25.49,1.17,4.117
Rajasthan,potato,146.27,84.45,231.86,5.59,1164.23,24.62,1.185,44.53
Goa,soybean,32.67,38.25,31.64,7.09,785.13,21.26,0.458,2.296
Bihar,wheat,69.6,59.31,20.74,7.53,334.44,21.12,0.716,3.089
Kerala,sugarcane,128.33,81.76,112.13,6.16,895.67,21.93,2.69,78.7
Odisha,coffee,69.73,44.15,47.86,5.81,2077.77,18.57,0.454,1.613
Rajasthan,soybean,21.5,34.04,41.87,6.9,710.01,24.35,0.512,2.802
Tripura,pulses,31.42,36.18,35.4,6.48,330.93,27.38,0.087,1.221
Goa,cotton,94.59,31.55,63.4,7.66,921.89,31.53,1.674,1.399
Rajasthan,tea,56.96,35.03,58.55,5.23,1949.2,23.09,0.756,2.208
Assam,cotton,76.19,59.3,77.18,6.07,569.13,32.51,0.996,1.118
Sikkim,potato,160.34,41.6,180.02,5.88,1384.13,13.24,0.971,28.472
Nagaland,maize,88.4,28.85,46.15,6.82,801.43,22.9,0.489,4.161
Mizoram,wheat,74.95,35.39,30.81,7.11,590.12,14.14,0.601,3.713
Jharkhand,mango,82.99,26.37,128.23,7.01,868.3,25.33,0.443,15.699
Goa,millet,39.04,27.96,22.84,7.82,231.17,25.53,0.327,0.875
Uttarakhand,potato,194.55,67.96,209.26,5.96,890.31,24.28,0.806,25.888
Rajasthan,wheat,72.34,30.22,24.02,7.12,666.56,12.88,0.475,4.402
Haryana,coffee,66.43,38.18,46.97,5.62,2230.25,19.94,0.771,1.895
Kerala,banana,188.18,49.9,267.7,5.67,1764.55,27.5,1.082,24.287
Assam,groundnut,36.11,23.83,68.58,6.93,531.17,24.25,0.38,0.999
Chhattisgarh,mango,59.16,28.3,67.91,5.89,1241.8,23.08,0.801,27.699
Andhra Pradesh,maize,87.19,23.38,41.16,7.1,798.18,21.2,0.736,5.723
Bihar,maize,88.46,30.57,38.34,6.3,466.01,28.26,0.63,2.872
Madhya Pradesh,rice,75.9,39.2,34.02,6.99,1278.01,25.41,1.102,5.109
Madhya Pradesh,sugarcane,149.16,69.9,127.1,6.49,1496.18,22.92,1.96,96.984
Telangana,tea,45.61,23.12,43.36,5.23,2182.61,16.99,0.771,2.897
Tamil Nadu,mango,79.14,53.39,103.94,7.46,823.4,28.07,0.233,12.4
Himachal Pradesh,banana,211.64,99.68,284.38,6.75,2172.78,20.19,1.301,37.228
Sikkim,sugarcane,126.76,81.5,95.84,7.17,1127.67,20.69,1.932,84.144
Odisha,mango,89.74,59.68,56.83,6.27,1339.82,34.43,1.222,24.365
Sikkim,wheat,81.24,32.2,44.17,7.06,433.38,10.98,0.799,2.314
West Bengal,tea,46.99,30.27,39.29,5.39,2819.1,15.18,0.823,2.201
Assam,cotton,70.21,45.45,47.12,7.85,635.85,27.6,1.863,1.211
Chhattisgarh,banana,223.14,65.2,382.41,5.64,2286.58,29.44,0.587,28.846
Andhra Pradesh,tomato,142.09,68.24,129.47,5.55,1172.75,24.26,2.564,56.562
Himachal Pradesh,wheat,80.01,44.21,38.39,7.81,383.56,18.42,0.648,3.179
Bihar,millet,44.02,19.68,12.3,7.36,493.71,28.7,0.138,2.514
Telangana,coffee,54.77,32.69,66.61,6.41,3037.28,18.69,0.366,2.522
Manipur,soybean,31.36,37.37,34.36,6.47,455.48,25.26,0.135,1.585
Assam,maize,77.12,20.05,35.92,5.62,507.99,18.6,0.565,4.703
Assam,mango,80.96,26.49,90.54,7.17,1301.93,25.71,0.753,25.616
Madhya Pradesh,mango,85.21,51.82,122.06,5.98,624.28,35.11,0.927,12.029
Meghalaya,millet,41.56,28.28,12.69,6.87,263.39,33.86,0.182,1.086
Tripura,sugarcane,142.41,63.95,91.99,6.13,1241.35,22.17,1.951,78.387
Chhattisgarh,tomato,98.84,69.31,114.12,6.68,1253.39,30.07,2.149,82.057
Tripura,millet,28,10.87,13.12,7.8,487.69,28.77,0.283,1.265
Himachal Pradesh,pulses,13.65,43.06,35.63,7.13,413.62,25.97,0.039,0.645
Madhya Pradesh,maize,56.02,30.55,47.3,5.94,417.72,24.17,0.68,4.81
Tripura,groundnut,32.72,29.63,70.75,6.14,524.04,27.98,0.341,1.991
Gujarat,mango,107.5,43.55,96.87,7.17,1070.08,27.92,0.268,19.931
Mizoram,banana,153.38,88.61,374.85,5.55,2325.35,23.63,0.995,41.655
Telangana,groundnut,44.24,34.79,41.49,7.14,477.21,25.32,0.303,0.964
Haryana,millet,35.71,22.68,15.32,6.1,476.25,28.72,0.324,1.054
Jharkhand,pulses,20.65,20.49,39.6,6.33,599.72,21.13,0.093,1.479
Maharashtra,soybean,41.62,35.28,48.88,6.44,645.84,22.65,0.704,2.673
Meghalaya,potato,107.54,71.68,183.66,5.76,720.89,16.05,1.664,32.168
Karnataka,soybean,37.8,34.05,31.88,6.03,881.26,23.58,0.406,1.501
Gujarat,potato,183.16,97.65,185.96,5.52,1667.71,17.18,1.408,42.764
Himachal Pradesh,sugarcane,135.65,64.26,126.53,7.14,1067.74,23.8,2.432,74.682
Karnataka,soybean,54.54,57.88,29.58,6.3,605.22,25.57,0.348,2.555
Goa,coffee,53.06,35.34,33.8,6.32,1877.83,20.37,0.529,1.754
Madhya Pradesh,rice,75.76,34.23,43.93,5.73,1681.05,28.79,0.371,3.058
Goa,wheat,68.9,54.7,24.74,6.33,372.12,13.86,0.28,2.318
Bihar,tomato,139.87,42.15,99.14,6.48,913.68,22.86,3.855,57.808
Odisha,tomato,106.86,56.38,109.17,6.29,1092.42,22.87,0.777,24.684
Andhra Pradesh,millet,42.86,11.23,16.25,7.45,276.31,33.69,0.07,1.04
Karnataka,cotton,61.02,34.95,97.59,7,713.18,30.09,1.265,1.438
Maharashtra,cotton,63.66,47.85,46.67,7.44,888.17,29.67,1.899,1.263
Mizoram,rice,87.66,38.24,40.99,5.46,854.18,32.53,1.04,5.612
Sikkim,rice,95.18,52.6,55.73,5.2,1180.36,25.5,1.432,3.421
Maharashtra,potato,114.88,79.58,235.56,5.26,790.51,16.79,0.468,18.377
Haryana,pulses,19.65,23.78,16.54,7.26,443.02,23,0.072,0.854
Telangana,tomato,105.59,69.12,111.53,6.44,983.57,21.93,2.284,68.807
Punjab,tea,59.4,33.13,30.87,5.18,1835.38,17.71,0.626,2.694
West Bengal,cotton,93.62,42.72,53.98,6.53,824.98,29.18,2.265,1.421
Maharashtra,potato,165,61.13,152.39,5.28,1018.31,18.25,0.711,19.4
Telangana,coffee,50.16,22.54,35.27,6.31,2773.78,19.2,0.783,2.576
Uttarakhand,coffee,48.99,41.16,30.03,5.51,2194.69,22.94,0.613,1.193
Odisha,soybean,31.01,33.77,42.61,6.39,780.19,26.17,0.352,2.334
Meghalaya,groundnut,49.07,33.83,69.89,5.77,722.83,26.36,0.146,3.055
Mizoram,coffee,68.96,28.24,56.03,6.18,2612.19,28.13,0.851,2.806
Kerala,millet,46.44,23.39,15.36,7.17,459.64,28.94,0.112,2.482
Gujarat,tomato,104.15,44.28,118.59,5.91,1223.58,19.59,0.702,25.797
Mizoram,rice,100.77,32.99,42.13,6.47,1240.29,24.13,0.506,5.188
Odisha,sugarcane,159.58,89.59,139.38,6.2,947.63,22.52,2.129,77.315
Telangana,soybean,48.69,34.76,22.22,6.4,771.73,24.99,0.426,2.421
Maharashtra,soybean,24.28,46.47,26.07,7,680.19,28,0.763,1.287
Odisha,rice,92.18,31.15,39.89,6.45,1313.68,22.5,0.841,5.079
Uttarakhand,rice,85.83,33.27,43.39,5.38,1209.27,29.82,0.656,7.305
Chhattisgarh,banana,248.81,97.78,349.67,5.94,1656.03,30.71,2.031,48.702
Odisha,maize,89.35,32.77,35.12,6.75,532.58,31.03,0.117,5.154
Sikkim,groundnut,42.04,31.02,69.17,5.55,821.1,29.61,0.165,2.545
Maharashtra,sugarcane,155.48,55.81,98.86,6.9,720.63,21.15,1.983,54.544
Rajasthan,banana,224.68,46.25,223.81,6.03,1537.72,22.66,0.931,60.181
Odisha,pulses,11.47,44.41,38.07,6.25,448.97,30.11,0.159,1.477
Maharashtra,coffee,69.39,26.38,54.41,5.88,2806.18,21.34,0.939,1.936
Arunachal Pradesh,pulses,28.77,42.84,21.65,7.59,578.84,30.43,0.102,1.194
Uttar Pradesh,coffee,47.6,31.65,34.29,6,1535.75,18.83,0.548,1.006
Karnataka,millet,28.44,12.77,27.29,7.62,229.28,28.04,0.256,1.685
Chhattisgarh,wheat,67.55,51.69,46.36,6.73,506.74,14.38,0.922,3.487
Uttar Pradesh,groundnut,41.65,22.69,55.87,6.84,848.25,21.85,0.638,2.003
Punjab,potato,153.7,91.32,159.28,5.85,719.97,20.07,0.675,23.137
Tamil Nadu,mango,79.03,56.32,95.6,5.62,839.32,22.7,0.224,11.067
Mizoram,coffee,37.38,37.06,55.15,6.17,2478.74,23.9,0.945,1.957
Goa,pulses,33.23,33.15,11.96,7.17,580.22,29.5,0.181,1.087
Goa,sugarcane,177.26,56.65,125.51,6.35,1305.26,26.82,2.878,73.391
Nagaland,maize,61.76,28.87,23.72,5.98,708.44,30.7,0.287,4.106
Mizoram,millet,20.35,26.25,24.39,6.19,234.36,30.05,0.059,0.664
Karnataka,tomato,157.33,71.38,128.8,5.63,957.22,26.21,2.842,66.62
Mizoram,sugarcane,176.08,67.21,91.37,6.06,1654.94,27.39,1.252,75.463
Uttar Pradesh,banana,194.83,89.71,255.49,6,1602.56,26.66,1.966,42.548
Meghalaya,coffee,62.57,47.43,55.22,5.82,1851.05,22.45,0.909,1.759
Haryana,tea,41.47,27.21,42.8,5.07,2356.59,17.74,0.83,2.46
Andhra Pradesh,tomato,89.35,79.11,98.43,6.28,1208.69,29.68,2.162,59.568
Karnataka,wheat,90.28,45.75,46.4,6.93,279.95,14.09,0.43,2.02
Karnataka,coffee,60.71,42.69,62.87,5.89,1718.36,19.03,0.311,1.787
Haryana,maize,53.77,34.63,34.58,7.2,474.28,27.35,0.665,3.908
Madhya Pradesh,coffee,50.12,31.54,48.18,6.04,2741.61,26.42,0.496,2.115
Punjab,maize,85.55,48.25,21.49,5.86,751.21,25.1,0.293,3.723
Sikkim,banana,194.33,43.41,293.11,6.19,1304.11,21.03,1.992,46.994
Rajasthan,wheat,71.06,37.73,20.2,7.99,440.02,17.01,0.687,3.819
Odisha,sugarcane,136.47,87.09,95.52,7.47,1820,21.12,0.987,86.793
Tamil Nadu,millet,38.46,13.65,33.24,6.63,618.97,30.36,0.268,1.686
Tripura,wheat,89.08,43.55,43.43,7.03,502.78,11.28,0.251,3.285
Uttar Pradesh,maize,76.6,27.29,44.5,5.56,727.51,29.59,0.146,4.592
Maharashtra,coffee,49.7,22.7,67.9,6.21,2180.4,23.96,0.358,1.379
Tamil Nadu,maize,61.96,33.1,21.35,5.9,803.57,21.16,0.399,3.363
Odisha,coffee,47.61,46.29,68.06,6,2556.73,21.02,1.026,1.125
Uttar Pradesh,tea,50.81,21.02,32.64,5.87,3492.14,20.28,0.364,3.118
Goa,millet,48.73,24.28,34.17,6.93,617.13,29.19,0.078,1.804
Punjab,soybean,48.87,51.13,22.4,6.56,866.87,24.87,0.43,2.342
Nagaland,sugarcane,155.8,82.69,92.12,7.16,947.29,28.45,0.971,68.033
Chhattisgarh,rice,90.23,48.8,52.5,5.34,1231.86,26.33,1.622,4.712
Mizoram,soybean,54.33,48.77,44.1,7.47,603.15,23.92,0.114,1.349
Chhattisgarh,groundnut,40.6,38.31,42.3,5.77,1014.57,28.64,0.132,3.234
Assam,pulses,18.97,46.83,16.1,7.28,389.5,28.95,0.087,1.234
Jharkhand,cotton,61.61,40.26,40.91,7.99,737.54,34.63,1.226,1.124
Mizoram,potato,187.27,80.22,163.24,5.08,1128.76,23.74,0.932,30.727
West Bengal,maize,65.6,20.75,43.99,7.25,612.87,30.85,0.594,2.968
Tamil Nadu,potato,136.89,73.96,108.61,5.33,517.05,18.63,1.981,25.047
Telangana,coffee,62.32,38.32,46.77,5.86,1405.05,19.59,0.457,0.706
Kerala,coffee,41.5,43,48.55,6.06,2477.09,22.63,0.919,1.477
Kerala,potato,198.57,41.4,217.51,5.59,1073.43,22.23,0.352,18.423
Andhra Pradesh,cotton,60.52,48.7,96,6.62,744.53,26.13,0.97,2.077
Kerala,cotton,61.54,48.28,57.79,7.75,762.09,27.92,0.656,1.537
Manipur,rice,87.54,57.53,34.94,5.32,963.6,24.04,0.367,3.24
Uttar Pradesh,rice,89.35,40.81,36.81,5.78,1050.19,33.76,0.783,3.368
West Bengal,pulses,14.45,32.92,18.69,7.34,343.2,18.38,0.243,1.354
Odisha,rice,103.51,48.26,34.7,6.87,1622.03,30.97,0.86,6.22
Andhra Pradesh,maize,58.15,36.68,35.4,7,553.06,28.68,0.768,4.383
Telangana,sugarcane,124.29,68.4,130.8,6.13,756.27,24.83,2.168,66.522
Mizoram,cotton,79.32,47.3,47.78,7.45,698.39,34.31,0.807,0.949
Chhattisgarh,groundnut,34.35,20.56,50.61,5.57,863.34,21.77,0.205,1.543
Karnataka,rice,99.57,30.67,45.71,6.94,1379.35,29.24,1.102,3.281
Chhattisgarh,coffee,68.57,43.58,48.76,5.8,1950.02,27.82,0.668,1.232
Jharkhand,mango,104.56,36.59,138.76,7.06,1058.75,24.5,1.021,18.3
Arunachal Pradesh,sugarcane,156.71,79.5,80.93,6.83,1435.35,24.31,2.415,73.993
Maharashtra,sugarcane,125.05,76.02,119.51,6.88,1466.98,27.56,2.12,60.179
West Bengal,coffee,69.03,44.57,51.21,6.42,2851.92,23.6,0.517,1.54
Maharashtra,groundnut,46.7,38.26,55.37,5.94,805.29,27.97,0.498,1.502
Arunachal Pradesh,banana,224.79,76.1,282.21,6.36,1959.66,27.7,1.352,41.285
Tripura,maize,68.96,30.57,21.58,6.39,745.6,30.34,0.467,2.875
Madhya Pradesh,mango,107.83,33.85,102.27,7.27,1300.56,28.48,0.645,21.094
Odisha,sugarcane,171.07,84.67,123.69,7.11,1230.28,23.4,1.439,70.967
Telangana,sugarcane,172.73,88.52,126.69,7.31,1222.95,20.83,1.234,59.968
Uttarakhand,soybean,49.42,33.78,45.31,6.91,655.73,21.02,0.47,1.876
Sikkim,pulses,18.04,49.58,30.67,7.33,388.56,30.29,0.169,0.801
Tamil Nadu,sugarcane,151.96,75.69,110.46,6.51,1671.26,28.17,2.164,96.582
West Bengal,banana,174.92,62.88,341.09,5.62,1343.33,31.15,2.092,32.125
Rajasthan,cotton,70.84,42.27,45.76,7.67,394.25,31.55,1.58,0.822
Maharashtra,banana,195.14,68.19,356.82,5.54,2509.4,30.94,1.1,33.796
Goa,soybean,57.95,57.88,36.89,7.4,539.89,22.45,0.519,2.735
Rajasthan,tea,48.28,25.27,39.71,4.56,2790.14,18.63,0.392,3.503
Telangana,tomato,139.39,47.21,86.71,6.32,635.93,26.28,0.88,28.964
Telangana,potato,117.15,78.18,171.27,6.45,1252.7,19.91,0.99,25.409
Rajasthan,sugarcane,142.19,80.21,113.83,6.06,1681.29,22.48,2.439,71.251
Tripura,sugarcane,147.65,70.25,84.72,6.71,713.89,23.11,2.31,82.402
Odisha,potato,177.9,79.62,217.08,5.71,770.93,16.71,1.741,17.602
Madhya Pradesh,coffee,33.1,46.94,54.13,6.2,1805.39,24.26,0.66,1.821
Uttarakhand,cotton,71.72,35.8,88.23,7.59,833.74,26.09,1.866,0.894
West Bengal,soybean,53.93,35.42,21.93,6.68,474.26,29.58,0.261,1.575
Tamil Nadu,wheat,96.19,54.85,24.83,7.39,561.2,18.59,0.65,3.673
Himachal Pradesh,groundnut,30.51,23.61,47.78,6.5,765.38,20.26,0.333,2.531
Jharkhand,mango,63.02,20.41,111.38,7.09,865.09,30.82,0.489,16.903
Bihar,coffee,38.38,23.26,35.35,6.41,1961.83,20.94,0.912,2.039
Jharkhand,mango,70.48,36.98,147.14,7.41,1249.52,30.31,0.436,22.008
Odisha,cotton,72.68,32.9,96.67,6.57,482.04,32.39,1.646,1.028
Rajasthan,cotton,96.6,48.53,59.94,7.06,1020.71,28.61,1.74,1.627
Nagaland,rice,95.28,45.05,37.09,6.1,1485.95,27.02,1.427,4.222
Meghalaya,coffee,30.41,26.49,41.67,5.9,2576.66,23.87,0.524,2.548
Bihar,sugarcane,133.74,75.39,124.99,6.97,1347.81,27.58,2.355,73.609
Mizoram,rice,71.03,47.23,40.33,5.48,1554.71,23.66,1.541,5.625
Kerala,potato,195.51,61.12,187.41,6.39,1270.49,23.8,0.777,23.356
Assam,pulses,27.26,23.78,24.3,7.78,285.89,21.93,0.11,1.335
West Bengal,cotton,88.09,35.36,75.73,6.08,641.08,34.47,2.088,1.705
Haryana,sugarcane,175.93,75.23,127.99,6.41,954.84,24.96,1.373,76.785
Telangana,soybean,31.59,47.74,21.81,6.82,480.7,22.55,0.43,1.405
Goa,coffee,50.08,25.47,50.37,5.94,1552.07,20.95,1.185,1.736
West Bengal,mango,118.01,26.89,52.33,5.95,885.3,29.97,0.352,21.642
Mizoram,soybean,59.64,57.79,29.36,7.45,441.12,25.08,0.347,2.094
Gujarat,coffee,52.39,44.58,49.9,6.12,2164.97,19.7,0.378,1.538
Tamil Nadu,groundnut,27.55,26.02,69.19,7.43,678.26,29.92,0.22,2.873
Manipur,rice,93.39,35.14,42.47,6.57,1509.19,24.34,0.632,5.444
Uttar Pradesh,millet,23.71,27.57,14.5,7.64,242.41,28.44,0.083,1.772
Karnataka,tea,38.12,28.24,51.5,5.22,2293.04,19.91,0.961,2.319
West Bengal,tomato,131.84,74.55,137.26,6.09,1396.1,23.14,2.456,89.32
Karnataka,sugarcane,129.97,60.67,113.84,6.24,1627,24.43,1.148,72.513
Kerala,pulses,16.11,20.62,33.42,6.2,646.81,22.17,0.184,1.227
Andhra Pradesh,coffee,51.37,48.09,53.71,5.64,2148.33,19.65,0.754,1.349
Tripura,millet,36.18,20.16,38.72,6.26,574.54,30.8,0.19,1.708
Assam,coffee,53.06,37.8,33.36,5.56,2773.35,25.07,0.457,2.52
Uttarakhand,groundnut,32.52,25.9,50.71,6.03,936.52,33.41,0.587,1.869
Madhya Pradesh,maize,65.61,27.47,47.14,6.51,650.8,26.08,0.401,5.095
Goa,pulses,39.48,35.02,38.05,6.28,382.88,18.41,0.197,1.022
Jharkhand,tomato,87.53,45.23,86.96,5.77,680.43,28.99,2.508,42.755
Madhya Pradesh,cotton,64.62,44.5,51.46,7.98,552.34,27.85,0.918,1.689
Arunachal Pradesh,groundnut,47.32,38,74.46,6.04,664.61,20.16,0.377,1.286
Kerala,potato,123.38,91.98,211.55,5.71,1085.69,19.35,1.061,17.307
Uttar Pradesh,cotton,92.8,37.18,52.15,6.71,874.82,29.92,1.238,1.598
Telangana,maize,86.02,35.23,40.44,5.88,466.27,25.19,0.225,2.77
Uttarakhand,mango,61.46,26.24,119.58,5.77,1378.64,21.43,0.78,28.427
Chhattisgarh,wheat,72.66,42.02,34.66,7.21,325.29,13.01,0.503,3.132
Odisha,potato,134.42,79.83,191.39,6.04,1296.56,14.28,0.457,30.512
Karnataka,maize,64.02,33.3,25.64,6.93,500.79,26.69,0.562,2.738
Andhra Pradesh,maize,57.78,21.22,37.29,7.19,433.57,26.94,0.607,3.01
Rajasthan,tea,41.02,37.97,35.95,5.07,3208.37,18.28,1.036,3.579
Kerala,millet,21.72,18.46,34.9,7.65,321.7,25.33,0.066,1.964
Goa,groundnut,34.76,34.49,78.84,6.02,994.22,35.68,0.245,2.888
Tripura,soybean,50.82,41.91,36.05,6.04,574.21,21.62,0.31,3.061
Chhattisgarh,millet,48.54,13.05,23.25,7.22,203.47,33.42,0.123,1.248
Sikkim,maize,67.75,38.88,46.05,6.6,548.19,29.98,0.156,2.517
Andhra Pradesh,tea,59.69,36.59,58.84,4.77,1663.49,20.57,0.839,3.032
Arunachal Pradesh,wheat,73.83,46.97,41.95,6.59,763.02,10.97,0.334,3.343
Kerala,groundnut,28.97,31.7,44.3,6.9,781.63,30.21,0.27,1.474
Kerala,wheat,60.42,53.77,20.14,6.29,640.65,11.25,0.295,5.182
Assam,tea,40.8,24.77,44.62,4.82,2087.9,17.17,0.781,3.486
Mizoram,soybean,35.07,45.69,26.88,7.29,816.7,22.8,0.408,2.578
Himachal Pradesh,rice,90.77,54.35,49.95,6.96,1854.65,26.61,0.571,5.951
Sikkim,tea,55.65,36.69,41.26,6,4283.64,24.64,0.571,4.273
